set_num,name,year,theme_id,num_parts,current_price,list_price
7737-1,Off-Road Vehicle and Jet Scooter,2008.0,55.0,130.0,20.0109,0.0
7738-1,Coast Guard Helicopter and Life Raft,2008.0,55.0,447.0,100.0,0.0
7739-1,Coast Guard Patrol Boat and Tower,2008.0,55.0,444.0,0.0,0.0
7740-1,Inter-City Passenger Train,1980.0,234.0,784.0,0.0,0.0
7741-1,Police Helicopter,2008.0,61.0,93.0,16.0,0.0
7743-1,Police Command Center,2008.0,61.0,523.0,0.0,0.0
7744-1,Police Headquarters,2008.0,61.0,957.0,200.0,0.0
7745-1,High-Speed City Express Passenger Train,1985.0,234.0,735.0,0.0,0.0
7746-1,Single-Drum Roller,2009.0,56.0,207.0,48.085,0.0
7747-1,Wind Turbine Transport,2009.0,63.0,435.0,116.7003,0.0
7748-1,Corporate Alliance Tank Droid,2009.0,165.0,216.0,105.0,0.0
7749-1,Echo Base,2009.0,169.0,155.0,63.5875,0.0
7750-1,Steam Engine,1980.0,234.0,267.0,0.0,0.0
775-1,Fire Fighter Ship,1978.0,363.0,141.0,0.0,0.0
7751-1,Ahsoka's Starfighter and Vulture Droid,2009.0,165.0,290.0,238.0,0.0
7752-1,Count Dooku's Solar Sailer,2009.0,165.0,384.0,255.0,0.0
7753-1,Pirate Tank,2009.0,165.0,371.0,104.5181,0.0
7754-1,Home One Mon Calamari Star Cruiser - Limited Edition,2009.0,169.0,788.0,170.0,0.0
7755-1,Diesel Heavy Shunting Locomotive,1983.0,234.0,163.0,850.0,0.0
7760-1,Diesel Shunter Locomotive,1980.0,234.0,151.0,0.0,0.0
7770-1,Deep Sea Treasure Hunter,2007.0,310.0,79.0,0.0,0.0
7771-1,Angler Ambush,2007.0,310.0,135.0,23.5085,0.0
7772-1,Lobster Strike,2007.0,310.0,224.0,0.0,0.0
7773-1,Tiger Shark Attack,2007.0,310.0,341.0,0.0,0.0
7774-1,Crab Crusher,2007.0,310.0,582.0,0.0,0.0
7775-1,Aquabase Invasion,2007.0,310.0,850.0,0.0,0.0
7776-1,The Shipwreck,2007.0,310.0,245.0,110.1959,0.0
7777-1,Idea Book 7777,1981.0,499.0,0.0,0.0,0.0
7778-1,Midi-Scale Millennium Falcon,2009.0,169.0,355.0,159.95,0.0
7779-1,The Batman Dragster: Catwoman Pursuit,2006.0,484.0,92.0,133.65,0.0
7780-1,The Batboat: Hunt for Killer Croc,2006.0,484.0,194.0,239.99,0.0
7781-1,The Batmobile: Two-Face's Escape,2006.0,484.0,392.0,249.99,0.0
7782-1,The Batwing: The Joker's Aerial Assault,2006.0,484.0,529.0,249.99,0.0
7783-1,The Batcave: The Penguin and Mr. Freeze's Invasion,2006.0,484.0,1090.0,0.0,0.0
7784-1,The Batmobile Ultimate Collectors' Edition,2006.0,485.0,1045.0,0.0,0.0
7785-1,Arkham Asylum,2006.0,484.0,868.0,499.99,0.0
7786-1,The Batcopter: The Chase for the Scarecrow,2007.0,484.0,299.0,385.0,0.0
7787-1,The Bat-Tank: The Riddler and Bane's Hideout,2007.0,484.0,651.0,0.0,0.0
7789-1,Lotso's Dump Truck,2010.0,275.0,129.0,46.0203,0.0
7793-1,LEGO Standard Starter Set,2006.0,37.0,483.0,0.0,0.0
7795-1,LEGO Deluxe Starter Set,2006.0,37.0,1092.0,0.0,0.0
7796-1,House,2008.0,34.0,53.0,0.0,0.0
7797-1,Bi-Plane,2008.0,24.0,37.0,0.0,0.0
7798-1,Stegosaurus,2008.0,31.0,48.0,0.0,0.0
7799-1,Cargo Chopper,2008.0,22.0,38.0,0.0,0.0
7800-1,Off Road Racer,2009.0,120.0,28.0,0.0,0.0
780-1,Road Construction Set,1976.0,416.0,159.0,0.0,0.0
7801-1,Red Racer Polybag,2009.0,120.0,41.0,0.0,0.0
7802-1,Black Racer Polybag,2009.0,120.0,28.0,7.36,0.0
7803-1,Jeep,2009.0,30.0,38.0,6.0,0.0
7804-1,Green Lizard,2009.0,22.0,33.0,0.0,0.0
7805-1,Shark,2009.0,22.0,44.0,0.0,0.0
7808-1,Yellow Airplane,2009.0,22.0,34.0,5.1351,0.0
7810-1,Push-Along Steam Engine,1980.0,235.0,96.0,0.0,0.0
781-1,Storage Case,1982.0,473.0,1.0,0.0,0.0
7813-1,Shell Tanker Wagon,1986.0,235.0,120.0,0.0,0.0
7814-1,Crane Wagon with Small Container,1980.0,235.0,113.0,0.0,0.0
7815-1,Passenger Carriage / Sleeper,1983.0,235.0,228.0,0.0,0.0
7816-1,Shell Tanker Wagon,1980.0,235.0,111.0,189.99,0.0
7817-1,Crane Wagon,1985.0,235.0,148.0,169.99,0.0
7818-1,Passenger Carriage,1980.0,235.0,115.0,347.32,0.0
7819-1,Postal Container Wagon Covered,1983.0,233.0,182.0,0.0,0.0
7820-1,Mail Van,1980.0,233.0,211.0,0.0,0.0
782-1,Storage Case,1984.0,473.0,1.0,0.0,0.0
7821-1,Overhead Gantry and Lighting Maintenance Wagon,1983.0,235.0,90.0,0.0,0.0
7822-1,Railway Station,1980.0,235.0,382.0,389.99,0.0
7823-1,Container Crane Depot,1986.0,234.0,483.0,299.99,0.0
7824-1,Railway Station,1983.0,235.0,478.0,0.0,0.0
7825-1,Creator Bucket,2002.0,37.0,500.0,0.0,0.0
7830-1,Small Blue Bucket,2002.0,37.0,200.0,0.0,0.0
783-1,Storage Case,1985.0,473.0,1.0,0.0,0.0
7831-1,Make-believe Bucket,2002.0,37.0,200.0,0.0,0.0
7832-1,Small Blue Bucket,2002.0,37.0,200.0,0.0,0.0
7834-1,Level Crossing Manual,1980.0,234.0,95.0,0.0,0.0
7835-1,Manual Road Crossing,1985.0,235.0,134.0,134.0,0.0
7836-1,Halloween Bucket,2003.0,206.0,200.0,0.0,0.0
7837-1,Build and Create,2002.0,37.0,600.0,0.0,0.0
7838-1,Freight Loading Depot with Wagon,1983.0,235.0,324.0,0.0,0.0
7839-1,Car Transport Depot,1986.0,234.0,341.0,0.0,0.0
7844-1,Duplo Airport Rescue Truck,2004.0,504.0,28.0,0.0,0.0
7848-1,Toys 'R' Us Truck,2010.0,63.0,343.0,150.0,0.0
7850-1,8 Straight Rails Gray 4.5v,1980.0,243.0,32.0,39.99,0.0
785-1,Red Box,1973.0,473.0,1.0,0.0,0.0
7851-1,8 Curved Rails Gray 4.5v,1980.0,243.0,32.0,0.0,0.0
7852-1,Left and Right Points Manual Gray 4.5v,1980.0,243.0,14.0,24.97,0.0
7853-1,"Crossing, Gray 4.5v",1980.0,243.0,5.0,24.97,0.0
7854-1,8 Straight Electric Rails Gray 12v,1980.0,242.0,8.0,0.0,0.0
7855-1,8 Curved Electric Rails Gray 12v,1980.0,242.0,8.0,0.0,0.0
7856-1,Left and Right Manual Points with Electric Rails,1980.0,242.0,16.0,0.0,0.0
7857-1,"Crossing, Electric Rails Gray 12v",1980.0,242.0,5.0,0.0,0.0
78579-1,Action Pack (Target Exclusive),1998.0,50.0,4.0,0.0,0.0
78579-2,Action Pack,1998.0,50.0,4.0,59.7246,0.0
7858-1,Remote Controlled Points Right 12v,1980.0,242.0,12.0,0.0,0.0
7859-1,Remote Controlled Points Left 12v,1980.0,242.0,12.0,0.0,0.0
78597-1,Extreme Action Pack,1999.0,87.0,3.0,0.0,0.0
7860-1,Remote Controlled Signal 12v,1980.0,242.0,25.0,0.0,0.0
786-1,Storage Cloth,1980.0,473.0,1.0,0.0,0.0
7861-1,Lighting Set Electric 12v,1980.0,242.0,28.0,0.0,0.0
7862-1,Remote Controlled Decoupling,1981.0,242.0,16.0,174.99,0.0
7863-1,Remote Controlled Point Motor,1980.0,242.0,7.0,0.0,0.0
7864-1,Transformer / Controller 12V,1980.0,242.0,34.0,0.0,0.0
7865-1,12V Motor,1980.0,242.0,19.0,0.0,0.0
7866-1,Remote Controlled Road Crossing,1983.0,234.0,194.0,0.0,0.0
7867-1,12V Train Light Posts,1983.0,242.0,52.0,99.0,0.0
78675-1,Exclusive RoboRiders Six Set Limited Edition Value Pack,2000.0,16.0,6.0,0.0,0.0
7868-1,Mace Windu's Jedi Starfighter,2011.0,165.0,308.0,298.6232,0.0
7869-1,Battle for Geonosis,2011.0,165.0,335.0,275.0,0.0
7870-1,Hans Christian Andersen Bucket,2005.0,37.0,499.0,0.0,0.0
787-1,Play Mat with Drawstring,1977.0,473.0,1.0,90.0,0.0
7871-1,Whale,2007.0,22.0,31.0,0.0,0.0
7872-1,Lion,2007.0,31.0,57.0,0.0,0.0
7873-1,Airplane,2007.0,24.0,38.0,0.0,0.0
7875-1,Backhoe,2007.0,26.0,39.0,0.0,0.0
7876-1,Cement Mixer,2007.0,26.0,44.0,8.0,0.0
7877-1,Naboo Starfighter,2011.0,166.0,317.0,150.0,0.0
78777-1,Alien Discovery,2000.0,135.0,3.0,0.0,0.0
7879-1,Hoth Echo Base,2011.0,169.0,764.0,185.0,0.0
78800-1,Soccer Bonus Set,2000.0,462.0,3.0,0.0,0.0
7880-1,Big Pirate Ship,2006.0,504.0,34.0,0.0,0.0
7881-1,Pirate Ship,2006.0,504.0,24.0,0.0,0.0
7882-1,Shark Attack,2006.0,504.0,11.0,0.0,0.0
7883-1,Treasure Hunt,2006.0,504.0,10.0,0.0,0.0
7884-1,Batman's Buggy: The Escape of Mr. Freeze,2008.0,484.0,76.0,0.0,0.0
7885-1,Robin's Scuba Jet: Attack of The Penguin,2008.0,484.0,207.0,0.0,0.0
7886-1,The Batcycle: Harley Quinn's Hammer Truck,2008.0,484.0,273.0,0.0,0.0
7888-1,The Tumbler: Joker's Ice Cream Surprise,2008.0,484.0,456.0,550.0,0.0
7890-1,Ambulance,2006.0,60.0,117.0,49.99,0.0
789-1,Storage Cloth,1987.0,473.0,1.0,0.0,0.0
7891-1,Airport Firetruck,2006.0,53.0,147.0,39.55,0.0
7892-1,Hospital,2006.0,60.0,385.0,0.0,0.0
7893-1,Passenger Plane,2006.0,53.0,403.0,0.0,0.0
7893-2,Passenger Plane - ANA version,2006.0,53.0,386.0,0.0,0.0
7894-1,Airport,2006.0,53.0,704.0,0.0,0.0
7894-2,Airport - ANA Version,2007.0,53.0,685.0,0.0,0.0
7895-1,Switching Tracks,2006.0,245.0,8.0,10.0,0.0
7896-1,Straight & Curved Rails,2006.0,245.0,16.0,0.0,0.0
7897-1,Passenger Train,2006.0,240.0,494.0,0.0,0.0
7898-1,Cargo Train Deluxe,2006.0,240.0,830.0,0.0,0.0
7899-1,Police Boat,2006.0,61.0,199.0,0.0,0.0
79000-1,Riddles for The Ring,2012.0,563.0,105.0,50.0,0.0
7900-1,Heavy Loader,2006.0,56.0,348.0,140.0,0.0
79001-1,Escape from Mirkwood Spiders,2012.0,563.0,298.0,75.0,0.0
79002-1,Attack of the Wargs,2012.0,563.0,400.0,113.4,0.0
79003-1,An Unexpected Gathering,2012.0,563.0,666.0,259.68,0.0
79004-1,Barrel Escape,2012.0,563.0,333.0,142.5,0.0
79005-1,The Wizard Battle,2013.0,567.0,113.0,60.2028,0.0
79006-1,The Council of Elrond,2013.0,567.0,242.0,129.0,0.0
79007-1,Battle at the Black Gate,2013.0,569.0,655.0,239.99,0.0
79008-1,Pirate Ship Ambush,2013.0,569.0,754.0,324.95,0.0
79010-1,The Goblin King Battle,2012.0,563.0,838.0,194.99,0.0
7901-1,Airplane Mechanic,2006.0,53.0,31.0,17.0,0.0
79011-1,Dol Guldur Ambush,2013.0,564.0,217.0,79.95,0.0
79012-1,Mirkwood Elf Army,2013.0,564.0,276.0,129.95,0.0
79013-1,Lake-town Chase,2013.0,564.0,469.0,120.0,0.0
79014-1,Dol Guldur Battle,2013.0,564.0,795.0,215.0,0.0
79015-1,Witch-King Battle,2014.0,565.0,101.0,70.9983,0.0
79016-1,Attack on Lake-town,2014.0,565.0,313.0,98.091,0.0
79017-1,The Battle of the Five Armies,2014.0,565.0,471.0,246.4575,0.0
79018-1,The Lonely Mountain,2014.0,565.0,864.0,500.0,0.0
7902-1,Doctor's Car,2006.0,60.0,65.0,24.99,0.0
7903-1,Rescue Helicopter,2006.0,60.0,248.0,55.0,0.0
7904-1,Advent Calendar 2006 City,2006.0,208.0,24.0,0.0,0.0
7904-10,Advent Calendar 2006 City (Day  9) Computer Desk & Chair,2006.0,220.0,8.0,0.0,0.0
7904-11,Advent Calendar 2006 City (Day 10) Train Conductor with Signal Paddle,2006.0,220.0,6.0,0.0,0.0
7904-12,Advent Calendar 2006 City (Day 11) Level Crossing and Signal,2006.0,220.0,22.0,0.0,0.0
7904-13,Advent Calendar 2006 City (Day 12) Train Handcar,2006.0,220.0,17.0,0.0,0.0
7904-14,Advent Calendar 2006 City (Day 13) Street Cleaner,2006.0,220.0,5.0,0.0,0.0
7904-15,Advent Calendar 2006 City (Day 14) Street Cleaner's Pushcart,2006.0,220.0,13.0,0.0,0.0
7904-16,Advent Calendar 2006 City (Day 15) Phone Kiosk,2006.0,220.0,12.0,0.0,0.0
7904-17,Advent Calendar 2006 City (Day 16) Police Officer with Signal Paddle,2006.0,220.0,6.0,0.0,0.0
7904-18,Advent Calendar 2006 City (Day 17) Police Barricade and Speed Limit Sign,2006.0,220.0,9.0,0.0,0.0
7904-19,Advent Calendar 2006 City (Day 18) Speed Radar Gun,2006.0,220.0,7.0,0.0,0.0
7904-2,Advent Calendar 2006 City (Day  1) Construction Worker,2006.0,220.0,5.0,0.0,0.0
7904-20,Advent Calendar 2006 City (Day 19) Mechanic,2006.0,220.0,5.0,0.0,0.0
7904-21,Advent Calendar 2006 City (Day 20) Tool Chest,2006.0,220.0,11.0,0.0,0.0
7904-22,Advent Calendar 2006 City (Day 21) Work Bench with Vise,2006.0,220.0,13.0,0.0,0.0
7904-23,Advent Calendar 2006 City (Day 22) Firefighter,2006.0,220.0,7.0,0.0,0.0
7904-24,Advent Calendar 2006 City (Day 23) Water Cannon and Burning Oil Drum,2006.0,220.0,11.0,0.0,0.0
7904-25,Advent Calendar 2006 City (Day 24) Santa Tree Gifts & Fireplace,2006.0,220.0,31.0,0.0,0.0
7904-3,Advent Calendar 2006 City (Day  2) Traffic Control Sticks,2006.0,220.0,15.0,0.0,0.0
7904-4,Advent Calendar 2006 City (Day  3) Traffic Cone Barricade Cement Finisher,2006.0,220.0,12.0,0.0,0.0
7904-5,Advent Calendar 2006 City (Day  4) Airport Ground Crew,2006.0,220.0,8.0,0.0,0.0
7904-6,Advent Calendar 2006 City (Day  5) Hand Truck and Luggage,2006.0,220.0,4.0,0.0,0.0
7904-7,Advent Calendar 2006 City (Day  6) X-Ray Machine,2006.0,220.0,15.0,0.0,0.0
7904-8,Advent Calendar 2006 City (Day  7) Doctor with bag,2006.0,220.0,5.0,0.0,0.0
7904-9,Advent Calendar 2006 City (Day  8) Hospital Bed with IV Stand,2006.0,220.0,10.0,0.0,0.0
7905-1,Building Crane,2006.0,56.0,726.0,330.3712,0.0
7906-1,Fireboat,2007.0,58.0,175.0,0.0,0.0
7907-1,Advent Calendar 2007 City,2007.0,208.0,28.0,15.0,0.0
7907-10,Advent Calendar 2007 City (Day  9) Radar,2007.0,220.0,10.0,0.0,0.0
7907-11,Advent Calendar 2007 City (Day 10) Dock Worker,2007.0,220.0,4.0,0.0,0.0
7907-12,Advent Calendar 2007 City (Day 11) Small Dock with Life Preserver,2007.0,220.0,9.0,0.0,0.0
7907-13,Advent Calendar 2007 City (Day 12) Hand Truck and Load,2007.0,220.0,6.0,0.0,0.0
7907-14,Advent Calendar 2007 City (Day 13) Mechanic and Wrench,2007.0,220.0,5.0,0.0,0.0
7907-15,Advent Calendar 2007 City (Day 14) Car Wash Kiosk,2007.0,220.0,11.0,0.0,0.0
7907-16,Advent Calendar 2007 City (Day 15) Cash Register and Display,2007.0,220.0,11.0,0.0,0.0
7907-17,Advent Calendar 2007 City (Day 16) Train Worker and Briefcase,2007.0,220.0,5.0,0.0,0.0
7907-18,Advent Calendar 2007 City (Day 17) Bench with Clock,2007.0,220.0,11.0,0.0,0.0
7907-19,Advent Calendar 2007 City (Day 18) Signal Mast,2007.0,220.0,9.0,0.0,0.0
7907-2,Advent Calendar 2007 City (Day  1) Firefighter and Saw,2007.0,220.0,5.0,0.0,0.0
7907-20,Advent Calendar 2007 City (Day 19) Sanitary Engineer and Broom,2007.0,220.0,5.0,0.0,0.0
7907-21,Advent Calendar 2007 City (Day 20) Dustbin and Shovel,2007.0,220.0,11.0,0.75,0.0
7907-22,Advent Calendar 2007 City (Day 21) Dumpster,2007.0,220.0,13.0,0.0,0.0
7907-23,Advent Calendar 2007 City (Day 22) Policeman with Megaphone,2007.0,220.0,5.0,0.0,0.0
7907-24,Advent Calendar 2007 City (Day 23) Computer Desk and Chair,2007.0,220.0,10.0,0.0,0.0
7907-25,Advent Calendar 2007 City (Day 24) Christmas Tree,2007.0,220.0,27.0,0.0,0.0
7907-3,Advent Calendar 2007 City (Day  2) Fire Hydrant and Tools,2007.0,220.0,13.0,0.0,0.0
7907-4,Advent Calendar 2007 City (Day  3) Crate with Burning Cylinders,2007.0,220.0,10.0,0.0,0.0
7907-5,Advent Calendar 2007 City (Day  4) Construction Worker and Pickaxe,2007.0,220.0,5.0,0.0,0.0
7907-6,Advent Calendar 2007 City (Day  5) Barricade,2007.0,220.0,12.0,0.0,0.0
7907-7,Advent Calendar 2007 City (Day  6) Directional Sign,2007.0,220.0,22.0,0.0,0.0
7907-8,Advent Calendar 2007 City (Day  7) Airline Worker and Radio,2007.0,220.0,5.0,0.0,0.0
7907-9,Advent Calendar 2007 City (Day  8) Luggage Cart,2007.0,220.0,9.0,0.0,0.0
79100-1,Kraang Lab Escape,2013.0,570.0,90.0,62.0,0.0
7910-1,Robot Promotional (Duracell),2004.0,204.0,29.0,0.0,0.0
79101-1,Shredder's Dragon Bike,2013.0,570.0,197.0,51.9682,0.0
79102-1,Stealth Shell in Pursuit,2013.0,570.0,160.0,67.15,0.0
79103-1,Turtle Lair Attack,2013.0,570.0,485.0,149.99,0.0
79104-1,The Shellraiser Street Chase,2013.0,570.0,618.0,59.0,0.0
79104-2,The Shellraiser Street Chase V2.0,2013.0,570.0,649.0,145.0,0.0
79104-3,The Shellraiser Street Chase (Technic Base Version),2013.0,570.0,635.0,129.99,0.0
79105-1,Baxter Robot Rampage,2013.0,570.0,396.0,85.0,0.0
79106-1,Cavalry Builder Set,2013.0,575.0,70.0,60.0,0.0
79107-1,Comanche Camp,2013.0,575.0,161.0,36.0,0.0
79108-1,Stagecoach Escape,2013.0,575.0,279.0,100.0,0.0
79109-1,Colby City Showdown,2013.0,575.0,585.0,120.0,0.0
791-1,Storage Box - Red,1972.0,473.0,1.0,0.0,0.0
79110-1,Silver Mine Shootout,2013.0,575.0,642.0,118.0,0.0
7911-1,Ship Promotional (Duracell),2004.0,204.0,33.0,0.0,0.0
79111-1,Constitution Train Chase,2013.0,575.0,701.0,239.95,0.0
79115-1,Turtle Van Takedown,2014.0,570.0,367.0,100.0,0.0
79116-1,Big Rig Snow Getaway,2014.0,570.0,741.0,125.0,0.0
79117-1,Turtle Lair Invasion,2014.0,570.0,885.0,159.99,0.0
79118-1,Karai Bike Escape,2014.0,570.0,87.0,24.99,0.0
79119-1,Mutation Chamber Unleashed,2014.0,570.0,195.0,63.75,0.0
79120-1,T-Rawket Sky Strike,2014.0,570.0,285.0,59.8347,0.0
7912-1,Helicopter Promotional (Duracell),2004.0,204.0,26.0,0.0,0.0
79121-1,Turtle Sub Undersea Chase,2014.0,570.0,682.0,99.99,0.0
79122-1,Shredder’s Lair Rescue,2014.0,570.0,476.0,145.0,0.0
7913-1,Clone Trooper Battle Pack,2011.0,165.0,85.0,75.0,0.0
7914-1,Mandalorian Battle Pack,2011.0,165.0,68.0,62.0,0.0
7915-1,Imperial V-wing Starfighter,2011.0,168.0,138.0,75.0,0.0
7917-1,McDonald's Sports Set Number 3 - Blue Basketball Player #22,2004.0,459.0,4.0,4.5,0.0
7918-1,McDonald's Sports Set Number 8 - Green Basketball Player #35,2004.0,459.0,4.0,0.0,0.0
7919-1,McDonald's Sports Set Number 4 - White Hockey Player #5,2004.0,461.0,3.0,0.0,0.0
7920-1,McDonald's Sports Set Number 5 - Blue Hockey Player #4,2004.0,461.0,3.0,6.95,0.0
792-1,Storage Box - White,1972.0,473.0,1.0,0.0,0.0
7921-1,McDonald's Sports Set Number 7 - Gray Vest Skateboarder,2004.0,460.0,5.0,0.0,0.0
7922-1,McDonald's Sports Set Number 6 - Orange Vest Snowboarder,2004.0,460.0,4.0,7.218,0.0
7923-1,McDonald's Sports Set Number 1 - White Soccer Player #4,2004.0,462.0,2.0,6.2,0.0
7924-1,McDonald's Sports Set Number 2 - Red Soccer Player #11,2004.0,462.0,2.0,0.0,0.0
7929-1,The Battle of Naboo,2011.0,166.0,241.0,75.0,0.0
7930-1,Bounty Hunter Gunship,2011.0,165.0,389.0,180.0,0.0
793-1,Storage Box - Blue,1972.0,473.0,1.0,0.0,0.0
7931-1,T6 Jedi Shuttle,2011.0,165.0,391.0,225.0,0.0
7936-1,Level Crossing,2010.0,233.0,138.0,111.1837,0.0
7937-1,Train Station,2010.0,233.0,367.0,97.0,0.0
7938-1,Passenger Train,2010.0,240.0,668.0,0.0,0.0
7939-1,Cargo Train,2010.0,240.0,838.0,279.4013,0.0
794-1,Storage Box - Yellow,1972.0,473.0,1.0,0.0,0.0
7942-1,Off-Road Fire Rescue,2007.0,58.0,130.0,22.3226,0.0
7944-1,Fire Hovercraft,2007.0,58.0,273.0,97.0516,0.0
7945-1,Fire Station,2007.0,58.0,603.0,133.0887,0.0
7946-1,King's Castle,2010.0,196.0,932.0,440.68,0.0
7947-1,Prison Tower Rescue,2010.0,196.0,365.0,199.99,0.0
7948-1,Outpost Attack,2010.0,196.0,193.0,0.0,0.0
7949-1,Prison Carriage Rescue,2010.0,196.0,50.0,55.0,0.0
7950-1,Knight's Showdown,2010.0,196.0,61.0,40.0,0.0
795-1,"Baseplates, Red and Blue",1971.0,473.0,2.0,0.0,0.0
7952-1,Advent Calendar 2010 Kingdoms,2010.0,211.0,24.0,68.6833,0.0
7952-10,Advent Calendar 2010 Kingdoms (Day  9) - Chest with Jewels,2010.0,219.0,5.0,0.0,0.0
7952-11,Advent Calendar 2010 Kingdoms (Day 10) - Skeleton,2010.0,219.0,6.0,0.0,0.0
7952-12,Advent Calendar 2010 Kingdoms (Day 11) - Dungeon Cell Window with Handcuffs,2010.0,219.0,14.0,0.0,0.0
7952-13,Advent Calendar 2010 Kingdoms (Day 12) - Pig with Apple,2010.0,219.0,2.0,0.0,0.0
7952-14,Advent Calendar 2010 Kingdoms (Day 13) - Prince with Sword,2010.0,219.0,5.0,0.0,0.0
7952-15,Advent Calendar 2010 Kingdoms (Day 14) - Sword in the Stone,2010.0,219.0,6.0,0.0,0.0
7952-16,Advent Calendar 2010 Kingdoms (Day 15) - Jousting Dummy with Helmet and Halberd,2010.0,219.0,8.0,0.0,0.0
7952-17,Advent Calendar 2010 Kingdoms (Day 16) - Barmaid,2010.0,219.0,4.0,0.0,0.0
7952-18,Advent Calendar 2010 Kingdoms (Day 17) - Keg with Tap,2010.0,219.0,9.0,0.0,0.0
7952-19,Advent Calendar 2010 Kingdoms (Day 18) - Cauldron,2010.0,219.0,3.0,0.0,0.0
7952-2,Advent Calendar 2010 Kingdoms (Day  1) - Blacksmith with Hammer,2010.0,219.0,5.0,0.0,0.0
7952-20,Advent Calendar 2010 Kingdoms (Day 19) - Lion Knight with Spear,2010.0,219.0,5.0,0.0,0.0
7952-21,Advent Calendar 2010 Kingdoms (Day 20) - Catapult,2010.0,219.0,7.0,0.0,0.0
7952-22,Advent Calendar 2010 Kingdoms (Day 21) - Lion Knight Scale Mail with Quiver and Crossbow,2010.0,219.0,6.0,0.0,0.0
7952-23,Advent Calendar 2010 Kingdoms (Day 22) - Owl in Tree,2010.0,219.0,6.0,0.0,0.0
7952-24,Advent Calendar 2010 Kingdoms (Day 23) - Cooking Table with Frying Pan,2010.0,219.0,12.0,0.0,0.0
7952-25,Advent Calendar 2010 Kingdoms (Day 24) - Blue Wizard with Wand,2010.0,219.0,6.0,0.0,0.0
7952-3,Advent Calendar 2010 Kingdoms (Day  2) - Anvil and Forge with Sword,2010.0,219.0,13.0,0.0,0.0
7952-4,Advent Calendar 2010 Kingdoms (Day  3) - Weapons Rack,2010.0,219.0,11.0,0.0,0.0
7952-5,Advent Calendar 2010 Kingdoms (Day  4) - Dragon Knight with Flail,2010.0,219.0,5.0,0.0,0.0
7952-6,Advent Calendar 2010 Kingdoms (Day  5) - Weapons Cart with Spear,2010.0,219.0,9.0,0.0,0.0
7952-7,Advent Calendar 2010 Kingdoms (Day  6) - Armor Rack with Plate Armor and Helmet,2010.0,219.0,7.0,0.0,0.0
7952-8,Advent Calendar 2010 Kingdoms (Day  7) - Queen with Frog,2010.0,219.0,6.0,14.9312,0.0
7952-9,Advent Calendar 2010 Kingdoms (Day  8) - Throne,2010.0,219.0,7.0,0.0,0.0
7953-1,Court Jester,2010.0,196.0,22.0,11.7542,0.0
7955-1,Wizard,2010.0,196.0,19.0,14.5777,0.0
7956-1,Ewok Attack,2011.0,169.0,166.0,50.0,0.0
7957-1,Sith Nightspeeder,2011.0,165.0,213.0,98.0,0.0
7958-1,Advent Calendar 2011 Star Wars,2011.0,209.0,25.0,45.0,0.0
7958-10,Advent Calendar 2011 Star Wars (Day  9) - X-wing Fighter,2011.0,225.0,23.0,5.258,0.0
7958-11,Advent Calendar 2011 Star Wars (Day 10) - Imperial Shuttle,2011.0,225.0,9.0,0.75,0.0
7958-12,Advent Calendar 2011 Star Wars (Day 11) - Battle Droid Pilot,2011.0,225.0,6.0,2.9623,0.0
7958-13,Advent Calendar 2011 Star Wars (Day 12) - Rebel Snowspeeder,2011.0,225.0,17.0,0.0,0.0
7958-14,Advent Calendar 2011 Star Wars (Day 13) - R2-Q5,2011.0,225.0,4.0,8.2121,0.0
7958-15,Advent Calendar 2011 Star Wars (Day 14) - Mouse Droid,2011.0,225.0,9.0,0.8212,0.0
7958-16,Advent Calendar 2011 Star Wars (Day 15) - Republic Gunship,2011.0,225.0,14.0,1.25,0.0
7958-17,Advent Calendar 2011 Star Wars (Day 16) - Clone Pilot,2011.0,225.0,4.0,16.2896,0.0
7958-18,Advent Calendar 2011 Star Wars (Day 17) - Weapon Depot,2011.0,225.0,10.0,0.95,0.0
7958-19,Advent Calendar 2011 Star Wars (Day 18) - Anakin's Y-wing Starfighter,2011.0,225.0,20.0,1.701,0.0
7958-2,Advent Calendar 2011 Star Wars (Day  1) - Republic Cruiser,2011.0,225.0,19.0,1.0,0.0
7958-20,Advent Calendar 2011 Star Wars (Day 19) - TIE Defender Pilot,2011.0,225.0,4.0,4.4426,0.0
7958-21,Advent Calendar 2011 Star Wars (Day 20) - TIE Fighter,2011.0,225.0,7.0,5.25,0.0
7958-22,Advent Calendar 2011 Star Wars (Day 21) - Millennium Falcon,2011.0,225.0,13.0,2.99,0.0
7958-23,Advent Calendar 2011 Star Wars (Day 22) - A-wing Fighter,2011.0,225.0,9.0,0.6,0.0
7958-24,Advent Calendar 2011 Star Wars (Day 23) - Christmas Tree,2011.0,225.0,18.0,1.2,0.0
7958-25,Advent Calendar 2011 Star Wars (Day 24) - Santa Yoda,2011.0,225.0,7.0,13.89,0.0
7958-3,Advent Calendar 2011 Star Wars (Day  2) - Nute Gunray,2011.0,225.0,4.0,3.99,0.0
7958-4,Advent Calendar 2011 Star Wars (Day  3) - Mechno-Chair,2011.0,225.0,13.0,0.45,0.0
7958-5,Advent Calendar 2011 Star Wars (Day 4) - Separatist Spider Droid,2011.0,225.0,20.0,3.375,0.0
7958-6,Advent Calendar 2011 Star Wars (Day  5) - Boba Fett's Slave I,2011.0,225.0,20.0,1.95,0.0
