Item_Number,Name,Year,Theme,Subtheme,Pieces,Minifigures,USD_MSRP,set_num,current_price
3742,Tender,2001,Trains,9 V,39.0,,11.0,3742,
3743,Locomotive Blue Bricks,2001,Trains,9 V,106.0,,7.0,3743,
3744,Locomotive Green Bricks,2001,Trains,9 V,106.0,,7.0,3744,
3745,Locomotive Black Bricks,2001,Trains,9 V,106.0,,7.0,3745,
3746,Locomotive Brown Bricks,2001,Trains,9 V,106.0,,7.0,3746,34.94
3747,Locomotive Dark Grey Bricks,2001,Trains,9 V,106.0,,7.0,3747,29.98
3748,Light Unit for Train,2001,Trains,9 V,4.0,,10.0,3748,19.99
3750,Life On Mars Accessories,2001,Bulk Bricks,Space,48.0,,4.99,3750,
3751,1x2 Brown Bricks,2001,Bulk Bricks,,100.0,,6.0,3751,
3752,1x6 Brown Bricks,2001,Bulk Bricks,,50.0,,7.0,3752,
3753,2x2 Brown Bricks,2001,Bulk Bricks,,100.0,,7.0,3753,
3754,2x4 Brown Bricks,2001,Bulk Bricks,,50.0,,7.0,3754,
3755,2x4 Roof Tiles Steep Sloped Brown,2001,Bulk Bricks,,50.0,,8.0,3755,
3756,2x4 Ridge Roof Tiles Steep Sloped Brown,2001,Bulk Bricks,,25.0,,5.0,3756,
3800,Ultimate Builders Set,2001,Mindstorms,1.5,321.0,,60.0,3800,
3804,Robotics Invention System V2.0,2001,Mindstorms,2.0,717.0,,200.0,3804,300.0
3805,Robotics Invention System Upgrade Kit,2001,Mindstorms,1.5,1.0,,20.0,3805,
4016,Racer,2001,Creator,,21.0,,2.0,4016,
4017,Sea Helicopter,2001,Creator,,13.0,,2.0,4017,
4018,Ship,2001,Creator,,12.0,,2.0,4018,
4019,Aeroplane,2001,Creator,,17.0,,2.0,4019,
4113,Brick Adventures Bucket,2001,Creator,,124.0,,,4113,
4115,All That Drives Bucket,2001,Creator,,165.0,1.0,8.0,4115,
4116,Animal Adventures Bucket,2001,Creator,,209.0,2.0,10.0,4116,
4117,Fantastic Flyers and Cool Cars,2001,Creator,,257.0,2.0,15.0,4117,
4118,"Buildings, Mansions and Shops",2001,Creator,,361.0,3.0,30.0,4118,
4119,Regular and Transparent Bricks,2001,Creator,,234.0,,15.0,4119,
4120,Fun and Cool Transportation,2001,Creator,,606.0,2.0,20.0,4120,
4121,All Kinds of Animals,2001,Creator,,171.0,2.0,20.0,4121,
4124,Advent Calendar,2001,Creator,Seasonal,231.0,,15.0,4124,
4124,Advent Calendar,2001,Creator,Seasonal,231.0,,15.0,4124,
4124,Advent Calendar,2001,Creator,Seasonal,231.0,,15.0,4124,
4124,Advent Calendar,2001,Creator,Seasonal,231.0,,15.0,4124,
4124,Advent Calendar,2001,Creator,Seasonal,231.0,,15.0,4124,
4124,Advent Calendar,2001,Creator,Seasonal,231.0,,15.0,4124,
4124,Advent Calendar,2001,Creator,Seasonal,231.0,,15.0,4124,
4124,Advent Calendar,2001,Creator,Seasonal,231.0,,15.0,4124,
4124,Advent Calendar,2001,Creator,Seasonal,231.0,,15.0,4124,2.25
4124,Advent Calendar,2001,Creator,Seasonal,231.0,,15.0,4124,
4124,Advent Calendar,2001,Creator,Seasonal,231.0,,15.0,4124,
4124,Advent Calendar,2001,Creator,Seasonal,231.0,,15.0,4124,
4124,Advent Calendar,2001,Creator,Seasonal,231.0,,15.0,4124,
4124,Advent Calendar,2001,Creator,Seasonal,231.0,,15.0,4124,
4124,Advent Calendar,2001,Creator,Seasonal,231.0,,15.0,4124,
4124,Advent Calendar,2001,Creator,Seasonal,231.0,,15.0,4124,
4124,Advent Calendar,2001,Creator,Seasonal,231.0,,15.0,4124,
4124,Advent Calendar,2001,Creator,Seasonal,231.0,,15.0,4124,
4124,Advent Calendar,2001,Creator,Seasonal,231.0,,15.0,4124,
4124,Advent Calendar,2001,Creator,Seasonal,231.0,,15.0,4124,
4124,Advent Calendar,2001,Creator,Seasonal,231.0,,15.0,4124,
4124,Advent Calendar,2001,Creator,Seasonal,231.0,,15.0,4124,
4124,Advent Calendar,2001,Creator,Seasonal,231.0,,15.0,4124,
4124,Advent Calendar,2001,Creator,Seasonal,231.0,,15.0,4124,
4124,Advent Calendar,2001,Creator,Seasonal,231.0,,15.0,4124,
4171,Spot and Friends,2001,Creator,,53.0,,3.0,4171,
4172,Tina's House,2001,Creator,,43.0,1.0,4.0,4172,11.04
4173,Max's Pitstop,2001,Creator,,58.0,1.0,7.0,4173,
4174,Max Goes Flying,2001,Creator,,172.0,1.0,15.0,4174,
4175,Adventures with Max and Tina,2001,Creator,,217.0,2.0,20.0,4175,
4176,The Race of the Year,2001,Creator,,323.0,3.0,25.0,4176,
4177,Building Stories with Nana Bird,2001,Creator,,373.0,3.0,30.0,4177,
4566,Gear,2001,Racers,Xalax,8.0,,3.0,4566,29.99
4567,Surfer,2001,Racers,Xalax,8.0,,3.0,4567,
4568,Loopin,2001,Racers,Xalax,8.0,,3.0,4568,24.99
4569,Warrior,2001,Racers,Xalax,8.0,,3.0,4569,
4570,Shredd,2001,Racers,Xalax,8.0,,3.0,4570,
4571,Spiky,2001,Racers,Xalax,8.0,,3.0,4571,
4572,Scratch,2001,Racers,Xalax,8.0,,3.0,4572,
4573,Lightor,2001,Racers,Xalax,8.0,,3.0,4573,34.99
4574,Rip,2001,Racers,Xalax,8.0,,3.0,4574,
4575,Pulse,2001,Racers,Xalax,8.0,,3.0,4575,
4576,Duster,2001,Racers,Xalax,7.0,,3.0,4576,
4577,Snake,2001,Racers,Xalax,8.0,,3.0,4577,
4578,Ghost,2001,Racers,Xalax,8.0,,3.0,4578,
4579,Freeze & Chill,2001,Racers,Xalax,114.0,,20.0,4579,
4600,Police Cruiser,2001,Jack Stone,,22.0,1.0,4.0,4600,13.35
4601,Fire Cruiser,2001,Jack Stone,,21.0,1.0,4.0,4601,14.69
4603,Res-Q Wrecker,2001,Jack Stone,,29.0,1.0,7.0,4603,11.35
4604,Police Copter,2001,Jack Stone,,14.0,2.0,7.0,4604,
4605,Fire Response SUV,2001,Jack Stone,,28.0,2.0,10.0,4605,
4606,Aqua Res-Q Transport,2001,Jack Stone,,38.0,2.0,13.0,4606,
4607,Copter Transport,2001,Jack Stone,,64.0,2.0,20.0,4607,
4608,Bank Breakout,2001,Jack Stone,,65.0,3.0,20.0,4608,15.0
4609,Fire Attack Team,2001,Jack Stone,,90.0,3.0,35.0,4609,
4610,Aqua Res-Q Super Station,2001,Jack Stone,,88.0,4.0,50.0,4610,
4611,Police HQ,2001,Jack Stone,,132.0,5.0,70.0,4611,
4701,Sorting Hat,2001,Harry Potter,Philospher's Stone,48.0,1.0,7.0,4701,48.6258
4702,The Final Challenge,2001,Harry Potter,Philospher's Stone,60.0,2.0,10.0,4702,50.0
4704,The Room of the Winged Keys,2001,Harry Potter,Philospher's Stone,175.0,3.0,20.0,4704,80.0
4705,Snape's Class,2001,Harry Potter,Philospher's Stone,163.0,3.0,20.0,4705,
4706,Forbidden Corridor,2001,Harry Potter,Philospher's Stone,238.0,3.0,30.0,4706,
4707,Hagrid's Hut,2001,Harry Potter,Philospher's Stone,299.0,2.0,30.0,4707,
4708,Hogwarts Express,2001,Harry Potter,Philospher's Stone,410.0,3.0,50.0,4708,
4709,Hogwarts Castle,2001,Harry Potter,Philospher's Stone,682.0,9.0,90.0,4709,315.0
4721,Hogwarts Classrooms,2001,Harry Potter,Philospher's Stone,73.0,1.0,10.0,4721,60.0
4722,Gryffindor House,2001,Harry Potter,Philospher's Stone,68.0,1.0,10.0,4722,54.54
4723,Diagon Alley Shops,2001,Harry Potter,Philospher's Stone,80.0,1.0,10.0,4723,125.0
5223,Wind-Up Motor,2001,Technic,,41.0,,10.0,5223,24.99
5322,Duplo Bucket,2001,Duplo,,60.0,,18.0,,
5339,Small Bucket with Dog,2001,Duplo,,42.0,1.0,18.0,,
5599,Radio Control Racer,2001,Racers,,295.0,1.0,80.0,5599,
5831,Adventurous Puppies,2001,Belville,Fairy-Tale,15.0,,5.0,5831,
5832,Vanilla's Magic Tea Party,2001,Belville,Fairy-Tale,14.0,1.0,9.0,5832,45.0
5833,Rosita's Wonderful Stable,2001,Belville,Fairy-Tale,40.0,1.0,17.0,5833,
5834,The Enchanted Garden,2001,Belville,Fairy-Tale,103.0,2.0,42.0,5834,
6290,Red Beard Runner,2001,Pirates,,698.0,7.0,100.0,6290,
6291,Armada Flagship,2001,Pirates,,280.0,3.0,50.0,6291,500.0
6292,Enchanted Island,2001,Pirates,Islanders,419.0,7.0,70.0,6292,
6472,Gas N' Wash Express,2001,Town,Shops and Services,470.0,3.0,50.0,6472,
6719,Brachiosaurus,2001,Dinosaurs,,25.0,,10.0,6719,
6720,Tyrannosaurus Rex,2001,Dinosaurs,,23.0,,10.0,6720,75.0
6721,Mosasaurus,2001,Dinosaurs,,26.0,,10.0,6721,120.0
6722,Styracosaurus,2001,Dinosaurs,,19.0,,10.0,6722,
6771,Ogel Command Striker,2001,Alpha Team,,29.0,1.0,4.0,6771,
6772,Alpha Team Cruiser,2001,Alpha Team,,57.0,1.0,7.0,6772,
6773,Alpha Team Helicopter,2001,Alpha Team,,79.0,1.0,10.0,6773,
6774,Alpha Team ATV,2001,Alpha Team,,134.0,2.0,20.0,6774,37.925
6775,Alpha Team Bomb Squad,2001,Alpha Team,,190.0,3.0,35.0,6775,54.0
6776,Ogel Control Center,2001,Alpha Team,,422.0,3.0,50.0,6776,
7000,Baby Ankylosaurus,2001,Dinosaurs,,37.0,,3.0,7000,15.0
7001,Baby Iguanodon,2001,Dinosaurs,,23.0,,3.0,7001,
7002,Baby Brachiosaurus,2001,Dinosaurs,,31.0,,3.0,7002,13.49
7003,Baby Dimetrodon,2001,Dinosaurs,,20.0,,3.0,7003,
7106,Droid Escape,2001,Star Wars,Episode IV-VI,45.0,2.0,6.0,7106,42.75
7126,Battle Droid Carrier,2001,Star Wars,Episode I,133.0,7.0,10.0,7126,140.0
7127,Imperial AT-ST,2001,Star Wars,Episode IV-VI,107.0,1.0,10.0,7127,80.0
7146,TIE Fighter,2001,Star Wars,Episode IV-VI,171.0,2.0,20.0,7146,
7166,Imperial Shuttle,2001,Star Wars,Episode IV-VI,238.0,4.0,35.0,7166,245.0
7186,Watto's Junkyard,2001,Star Wars,Episode I,443.0,2.0,50.0,7186,600.0
7300,Double Hover,2001,Space,Life On Mars,21.0,1.0,3.0,7300,
7301,Rover,2001,Space,Life On Mars,28.0,1.0,3.0,7301,
7302,Worker Robot,2001,Space,Life On Mars,30.0,1.0,3.0,7302,21.591
7310,Mono Jet,2001,Space,Life On Mars,33.0,1.0,4.0,7310,39.99
7311,Red Planet Cruiser,2001,Space,Life On Mars,73.0,1.0,7.0,7311,5.0
7312,T-3 Trike,2001,Space,Life On Mars,99.0,1.0,10.0,7312,
7313,Red Planet Protector,2001,Space,Life On Mars,194.0,1.0,20.0,7313,80.0
7314,Recon Mech RP,2001,Space,Life On Mars,194.0,1.0,20.0,7314,89.99
7315,Solar Explorer,2001,Space,Life On Mars,242.0,3.0,35.0,7315,110.0
7316,Excavation Searcher,2001,Space,Life On Mars,471.0,3.0,50.0,7316,105.0
7317,Aero Tube Hanger,2001,Space,Life On Mars,706.0,5.0,90.0,7317,
78777,Alien Discovery,2001,Space,Product Collection,122.0,,8.0,78777,
78800,Soccer Co-Pack,2001,Sports,Product Collection,129.0,,20.0,78800,
8007,C-3PO,2001,Star Wars,Technic,341.0,,35.0,8007,65.0
8008,Stormtrooper,2001,Star Wars,Technic,361.0,,35.0,8008,50.0
8240,Slammer Stunt Bike,2001,Technic,Speed Slammers,152.0,,15.0,8240,
8241,Battle Cars,2001,Technic,Speed Slammers,115.0,,9.0,8241,
8242,Slammer Turbo,2001,Technic,Speed Slammers,253.0,,20.0,8242,
8463,Forklift,2001,Technic,,235.0,1.0,30.0,8463,
8464,Pneumatic Front-End Loader,2001,Technic,,591.0,,70.0,8464,
8465,Extreme Off-Roader,2001,Technic,,365.0,,40.0,8465,
8466,4X4 Off-Roader,2001,Technic,,1102.0,,120.0,8466,
8525,Masks,2001,Bionicle,Accessories,6.0,,2.0,,
8530,Masks,2001,Bionicle,Accessories,6.0,,,8530,
8531,Pohatu,2001,Bionicle,Toa Mata,49.0,,7.0,8531,110.037
8531,Pohatu,2001,Bionicle,Toa Mata,49.0,,7.0,8531,
8532,Onua,2001,Bionicle,Toa Mata,30.0,,7.0,8532,73.358
8532,Onua,2001,Bionicle,Toa Mata,30.0,,7.0,8532,
8533,Gali,2001,Bionicle,Toa Mata,35.0,,7.0,8533,100.0
8533,Gali,2001,Bionicle,Toa Mata,35.0,,7.0,8533,
8534,Tahu,2001,Bionicle,Toa Mata,33.0,,7.0,8534,220.0
8534,Tahu,2001,Bionicle,Toa Mata,33.0,,7.0,8534,
8535,Lewa,2001,Bionicle,Toa Mata,36.0,,7.0,8535,121.0407
8535,Lewa,2001,Bionicle,Toa Mata,36.0,,7.0,8535,
8536,Kopaka,2001,Bionicle,Toa Mata,33.0,,7.0,8536,100.0
8536,Kopaka,2001,Bionicle,Toa Mata,33.0,,7.0,8536,
8537,Nui-Rama,2001,Bionicle,Rahi,154.0,,15.0,8537,
8538,Muaka & Kane-ra,2001,Bionicle,Rahi,633.0,,70.0,8538,299.99
8539,Manas,2001,Bionicle,Rahi,457.0,,90.0,8539,
8540,Vakama,2001,Bionicle,Turaga,28.0,,3.0,8540,30.0
8541,Matau,2001,Bionicle,Turaga,25.0,,3.0,8541,
8542,Onewa,2001,Bionicle,Turaga,29.0,,3.0,8542,40.0
8543,Nokama,2001,Bionicle,Turaga,27.0,,3.0,8543,25.0
8544,Nuju,2001,Bionicle,Turaga,29.0,,3.0,8544,
8545,Whenua,2001,Bionicle,Turaga,28.0,,3.0,8545,25.0
8546,Bionicle Power Pack,2001,Bionicle,Matoran,9.0,,15.0,8546,
8548,Nui-Jaga,2001,Bionicle,Rahi,226.0,,35.0,8548,215.0
8549,Tarakava,2001,Bionicle,Rahi,411.0,,50.0,8549,
9126,Dolls Medium Set,2001,Education,,24.0,4.0,43.25,,
9127,Dolls Large Set,2001,Education,,63.0,8.0,,,
9302,Community Builders Set,2001,Education,,1670.0,,,9302,
9303,Airport Set,2001,Education,,1180.0,4.0,89.0,9303,
9783,Infrared Transmitter with USB Cable,2001,Education,,2.0,,30.0,9783,
9795,Intelligent House Set,2001,Education,,156.0,,105.0,9795,
1261,Tea With Bumble Bee,2000,Duplo,Little Forest Friends,10.0,2.0,5.0,,
1263,Easter Bunny,2000,Seasonal,Easter,27.0,,3.0,1263,
1272,Blue Racer,2000,Town,Race,23.0,1.0,3.95,1272,
1349,Steven Spielberg Moviemaker Set,2000,Studios,,442.0,7.0,180.0,1349,
2077,My Bumble Bee,2000,Baby,,12.0,,10.0,,
2250,Advent Calendar,2000,Basic,Seasonal,240.0,,20.0,2250,
2250,Advent Calendar,2000,Basic,Seasonal,240.0,,20.0,2250,
2250,Advent Calendar,2000,Basic,Seasonal,240.0,,20.0,2250,
2250,Advent Calendar,2000,Basic,Seasonal,240.0,,20.0,2250,
2250,Advent Calendar,2000,Basic,Seasonal,240.0,,20.0,2250,
2250,Advent Calendar,2000,Basic,Seasonal,240.0,,20.0,2250,
2250,Advent Calendar,2000,Basic,Seasonal,240.0,,20.0,2250,
2250,Advent Calendar,2000,Basic,Seasonal,240.0,,20.0,2250,
2250,Advent Calendar,2000,Basic,Seasonal,240.0,,20.0,2250,
2250,Advent Calendar,2000,Basic,Seasonal,240.0,,20.0,2250,
2250,Advent Calendar,2000,Basic,Seasonal,240.0,,20.0,2250,
2250,Advent Calendar,2000,Basic,Seasonal,240.0,,20.0,2250,
2250,Advent Calendar,2000,Basic,Seasonal,240.0,,20.0,2250,
2250,Advent Calendar,2000,Basic,Seasonal,240.0,,20.0,2250,
2250,Advent Calendar,2000,Basic,Seasonal,240.0,,20.0,2250,
2250,Advent Calendar,2000,Basic,Seasonal,240.0,,20.0,2250,
2250,Advent Calendar,2000,Basic,Seasonal,240.0,,20.0,2250,
2250,Advent Calendar,2000,Basic,Seasonal,240.0,,20.0,2250,
2250,Advent Calendar,2000,Basic,Seasonal,240.0,,20.0,2250,
2250,Advent Calendar,2000,Basic,Seasonal,240.0,,20.0,2250,
2250,Advent Calendar,2000,Basic,Seasonal,240.0,,20.0,2250,
2250,Advent Calendar,2000,Basic,Seasonal,240.0,,20.0,2250,
2250,Advent Calendar,2000,Basic,Seasonal,240.0,,20.0,2250,
2250,Advent Calendar,2000,Basic,Seasonal,240.0,,20.0,2250,
2250,Advent Calendar,2000,Basic,Seasonal,240.0,,20.0,2250,
2503,Musical Apple,2000,Baby,,2.0,,10.0,,
2514,Activity Friends,2000,Baby,,9.0,,13.0,,
2517,My Rattle Friends,2000,Baby,,3.0,,6.0,,
2522,Play Book,2000,Baby,,2.0,1.0,10.0,,
2524,My Racing Bugs,2000,Baby,,4.0,,10.0,,
2526,Tim & Tom's Adventure,2000,Baby,,1.0,1.0,8.0,,
2589,Timmy on Tour Stack 'n' Learn,2000,Baby,,9.0,1.0,6.0,,
2591,Happy Explorers Stack 'n' Learn,2000,Baby,,17.0,2.0,13.0,,
2592,Baby Mickey & Baby Minnie,2000,Baby,Disney's Baby Mickey,18.0,2.0,20.0,,
2593,Baby Mickey,2000,Baby,Disney's Baby Mickey,8.0,1.0,10.0,,
2594,Baby Mickey & Baby Minnie Playground,2000,Baby,Disney's Baby Mickey,9.0,2.0,15.0,,
2904,Motorbike,2000,Action Wheelers,,11.0,1.0,10.0,,
2909,Helicopter,2000,Action Wheelers,,18.0,1.0,15.0,,
2912,Radical Racer,2000,Action Wheelers,,16.0,1.0,20.0,2912,
2913,Construction,2000,Action Wheelers,,29.0,2.0,30.0,,
2914,Rescue Base,2000,Action Wheelers,,44.0,3.0,50.0,,
2916,MyBot,2000,Action Wheelers,,31.0,1.0,50.0,,
2931,Push Locomotive,2000,Duplo,Trains,10.0,1.0,15.0,,
2932,Train Starter Set with Motor,2000,Duplo,Trains,29.0,3.0,50.0,,
2933,Deluxe Train Set with Motor,2000,Duplo,Trains,75.0,3.0,100.0,2933,
2936,Train Station,2000,Duplo,Trains,40.0,3.0,30.0,,
2937,Supplementary Wagon,2000,Duplo,Trains,9.0,1.0,9.0,,
2938,Train Tunnel,2000,Duplo,Trains,14.0,1.0,15.0,,
2942,Play House,2000,Duplo,,73.0,4.0,70.0,,
2967,Special Tubes,2000,Duplo,,37.0,1.0,15.0,,
2968,Animal Safari,2000,Duplo,,48.0,1.0,20.0,,
2989,Pooh's Honeypot,2000,Duplo,Winnie the Pooh,44.0,2.0,20.0,,
2990,Tigger's Tree-House,2000,Duplo,Winnie the Pooh,33.0,2.0,20.0,,
3049,XL Idea Bucket,2000,Duplo,,78.0,1.0,15.0,,
3099,Duplo Storage Chest,2000,Duplo,,142.0,,20.0,,
3148,Carla's Winter Camp,2000,Scala,,167.0,1.0,38.0,,
3149,Happy Home,2000,Scala,,265.0,3.0,100.0,,
3150,Puppy Playground,2000,Scala,,35.0,,8.0,,
3151,Emma on the Move,2000,Scala,,65.0,1.0,15.0,,
3152,Playroom for the Baby Thomas,2000,Scala,,81.0,1.0,15.0,,
3155,Olivia in Smooth Dress,2000,Scala,,6.0,1.0,9.0,,
3156,Hot Wear for Woman,2000,Scala,,3.0,,5.0,,
3157,Cool Wear for Girls,2000,Scala,,2.0,,5.0,,
3158,Christian in Tough Wear,2000,Scala,,7.0,1.0,9.0,,
3159,Celebration,2000,Scala,,41.0,,5.0,,
3340,"Emperor Palpatine, Darth Maul and Darth Vader Minifig Pack - Star Wars #1",2000,Star Wars,Minifig Pack,32.0,3.0,5.0,3340,135.0
3341,"Luke Skywalker, Han Solo and Boba Fett Minifig Pack - Star Wars #2",2000,Star Wars,Minifig Pack,22.0,3.0,5.0,3341,146.0
3342,Chewbacca and 2 Biker Scouts Minifig Pack - Star Wars #3,2000,Star Wars,Minifig Pack,22.0,3.0,5.0,3342,70.0
3343,2 Battle Droids and Command Officer Minifig Pack - Star Wars #4,2000,Star Wars,Minifig Pack,30.0,3.0,5.0,3343,70.0
3346,Three Minifig Pack - Ninja #3,2000,Castle,Ninja,22.0,3.0,5.0,3346,195.0
3350,Three Minifig Pack - City #1,2000,Town,City,24.0,3.0,5.0,3350,
3351,Three Minifig Pack - City #2,2000,Town,City,21.0,3.0,5.0,3351,9.99
3401,Shoot 'n' Score,2000,Sports,Football,22.0,2.0,6.0,3401,
3401,Shoot 'n' Score,2000,Sports,Football,22.0,2.0,6.0,3401,
3402,Stand with Lights,2000,Sports,Football,62.0,2.0,10.0,3402,
3403,Fans' Grandstand with Scoreboard,2000,Sports,Football,81.0,3.0,15.0,3403,
3404,Black Team Transport,2000,Sports,Football,127.0,6.0,20.0,3404,
3405,Americas Team Bus,2000,Sports,Football,131.0,6.0,20.0,3405,
3406,Blue Team Transport,2000,Sports,Football,133.0,6.0,20.0,3406,44.0
3407,Red Team Transport,2000,Sports,Football,133.0,6.0,20.0,3407,47.0
3408,Super Sports Coverage,2000,Sports,Football,222.0,5.0,30.0,3408,36.0
3409,Championship Challenge,2000,Sports,Football,294.0,12.0,50.0,3409,178.0
3409,Championship Challenge,2000,Sports,Football,294.0,12.0,50.0,3409,
3409,Championship Challenge,2000,Sports,Football,294.0,12.0,50.0,3409,
3410,Field Expander,2000,Sports,Football,53.0,4.0,15.0,3410,19.0
3411,Americas Team Bus,2000,Sports,Football,131.0,6.0,20.0,3411,
3412,Point Shooting,2000,Sports,Football,24.0,1.0,5.0,3412,15.0
3413,Goalkeeper,2000,Sports,Football,27.0,1.0,5.0,3413,10.0
3414,Precision Shooting,2000,Sports,Football,24.0,1.0,5.0,3414,21.5
3439,Spy Runner,2000,Town,Special,107.0,2.0,10.0,3439,25.0
3443,LEGO Mosaic,2000,Basic,Mosaic,2427.0,,30.0,,
3444,2x4 Ridge Roof Tiles Steep Sloped Black,2000,Bulk Bricks,,25.0,,5.0,3444,
3445,2x4 Ridge Roof Tiles Steep Sloped Red,2000,Bulk Bricks,,25.0,,5.0,3445,
3446,2x2 Window White,2000,Bulk Bricks,,25.0,,8.0,3446,
3447,1x3x4 Wall Element Transparent Blue,2000,Bulk Bricks,,25.0,,8.0,3447,
3448,1x4x5 Black Window Frames with Clear Panes,2000,Bulk Bricks,,20.0,,9.0,3448,
3449,1x4x6 Black Door and Frames with Transparent Blue Panes,2000,Bulk Bricks,,10.0,,10.0,3449,
3450,Statue of Liberty,2000,Advanced Models,Sculptures,2882.0,,199.0,3450,
3453,2x2 Black Bricks,2000,Bulk Bricks,,100.0,,7.0,3453,
3454,2x2 Light Grey Bricks,2000,Bulk Bricks,,100.0,,7.0,3454,
3455,2x2 White Bricks,2000,Bulk Bricks,,100.0,,7.0,3455,
3456,2x2 Dark Green Bricks,2000,Bulk Bricks,,100.0,,7.0,3456,
3457,2x2 Red Bricks,2000,Bulk Bricks,,100.0,,7.0,3457,
3458,2x4 Black Bricks,2000,Bulk Bricks,,50.0,,6.99,3458,
3459,2x4 Light Grey Bricks,2000,Bulk Bricks,,50.0,,7.0,3459,
3460,2x4 White Bricks,2000,Bulk Bricks,,50.0,,7.0,3460,
3461,2x4 Dark Green Bricks,2000,Bulk Bricks,,50.0,,6.99,3461,
3462,2x4 Red Bricks,2000,Bulk Bricks,,50.0,,6.99,3462,
3463,2x8 Black Bricks,2000,Bulk Bricks,,25.0,,9.0,3463,
3464,2x8 Light Grey Bricks,2000,Bulk Bricks,,25.0,,9.0,3464,
3465,2x8 White Bricks,2000,Bulk Bricks,,25.0,,9.0,3465,
3466,2x8 Dark Green Bricks,2000,Bulk Bricks,,25.0,,9.0,3466,
3467,2x8 Red Bricks,2000,Bulk Bricks,,25.0,,9.0,3467,
3468,1x4 Black Bricks,2000,Bulk Bricks,,50.0,,6.0,3468,
3469,1x4 Light Grey Bricks,2000,Bulk Bricks,,50.0,,6.0,3469,
3470,1x4 White Bricks,2000,Bulk Bricks,,50.0,,5.99,3470,
3471,1x4 Dark Green Bricks,2000,Bulk Bricks,,50.0,,6.0,3471,
3472,1x4 Red Bricks,2000,Bulk Bricks,,50.0,,6.0,3472,
3473,1x6 Black Bricks,2000,Bulk Bricks,,50.0,,7.0,3473,
3474,1x6 Light Grey Bricks,2000,Bulk Bricks,,50.0,,7.0,3474,
3475,1x6 White Bricks,2000,Bulk Bricks,,50.0,,7.0,3475,
3476,1x6 Dark Green Bricks,2000,Bulk Bricks,,50.0,,7.0,3476,8.0
3477,1x6 Red Bricks,2000,Bulk Bricks,,50.0,,7.0,3477,
3478,1x8 Black Bricks,2000,Bulk Bricks,,25.0,,6.0,3478,
3479,1x8 Light Grey Bricks,2000,Bulk Bricks,,25.0,,6.0,3479,
3480,1x8 White Bricks,2000,Bulk Bricks,,25.0,,6.0,3480,
3481,1x8 Dark Green Bricks,2000,Bulk Bricks,,25.0,,6.0,3481,
3482,1x8 Red Bricks,2000,Bulk Bricks,,25.0,,6.0,3482,
3483,2x4 Black Plates,2000,Bulk Bricks,,100.0,,9.0,3483,
3484,2x4 White Plates,2000,Bulk Bricks,,100.0,,9.0,3484,
3485,2x4 Red Plates,2000,Bulk Bricks,,100.0,,8.99,3485,
3486,1x6 Black Plates,2000,Bulk Bricks,,50.0,,5.0,3486,
3487,1x6 White Plates,2000,Bulk Bricks,,50.0,,5.0,3487,
3488,1x6 Red Plates,2000,Bulk Bricks,,50.0,,5.0,3488,
3489,2x8 Black Plates,2000,Bulk Bricks,,25.0,,4.99,3489,
3490,2x8 White Plates,2000,Bulk Bricks,,25.0,,5.0,3490,
3491,2x8 Red Plates,2000,Bulk Bricks,,25.0,,5.0,3491,
3492,2x2 Black Smooth Tiles,2000,Bulk Bricks,,100.0,,7.0,3492,
3493,2x2 White Smooth Tiles,2000,Bulk Bricks,,100.0,,7.0,3493,
3494,2x2 Red Smooth Tiles,2000,Bulk Bricks,,100.0,,7.0,3494,
3495,2x2 Roof Tiles Steep Sloped Black,2000,Bulk Bricks,,100.0,,8.0,3495,
3496,2x2 Roof Tiles Steep Sloped Red,2000,Bulk Bricks,,100.0,,8.0,3496,
3497,2x4 Roof Tiles Steep Sloped Black,2000,Bulk Bricks,,50.0,,8.0,3497,
3498,2x4 Roof Tiles Steep Sloped Red,2000,Bulk Bricks,,50.0,,8.0,3498,
3499,Small Spruce Tree,2000,Bulk Bricks,,25.0,,8.0,3499,
3723,LEGO Mini-Figure,2000,Advanced Models,Sculptures,1849.0,,149.0,3723,
3725,1x2 Light Grey Bricks,2000,Bulk Bricks,,100.0,,6.0,3725,
3726,1x2 Dark Grey Bricks,2000,Bulk Bricks,,100.0,,6.0,3726,
3727,1x2 Tan Bricks,2000,Bulk Bricks,,100.0,,6.0,3727,
3729,2x4 Dark Grey Bricks,2000,Bulk Bricks,,50.0,,7.0,3729,
3730,2x4 Tan Bricks,2000,Bulk Bricks,,50.0,,7.0,3730,
3731,Pumpkin Pack,2000,Bulk Bricks,Seasonal,87.0,,9.99,3731,
3732,Castle Expander Pack,2000,Bulk Bricks,Castle,24.0,,4.99,3732,10.0
3733,Grey Train Windows with Panes,2000,Bulk Bricks,Trains,20.0,,6.0,3733,
3734,Blue Train Windows with Panes,2000,Bulk Bricks,Trains,20.0,,5.99,3734,
3735,Grey Train Doors with Panes,2000,Bulk Bricks,Trains,20.0,,7.0,3735,39.98
3736,Blue Train Doors with Panes,2000,Bulk Bricks,Trains,20.0,,7.0,3736,12.5
3737,Train Accessories,2000,Bulk Bricks,Trains,15.0,,15.0,3737,25.3533
3738,Spruce Tree Large 2 1/2,2000,Bulk Bricks,,10.0,,7.0,3738,
3801,Ultimate Accessory Set,2000,Mindstorms,1.5,45.0,,50.0,3801,54.0
